,text,label
466,taylor swift looks like the kinda bitch you would bring home and only get a dry handjob from,__label__offensive
2514,    trash,__label__non_offensive
658,  lifes a bitch and then you die thats why we get high cause you neva know when you are gonna go my sister is perfect ,__label__offensive
3117,  you bad little bitch,__label__offensive
2678,why you worried bout a bitch weed clothessex game system partieschillin  but no job,__label__offensive
1093,  he liked that hoe,__label__offensive
3352,  bitches cannot cook but know how to suck dick  so to the ones that can do both,__label__offensive
151,    if your girl did not camp out overnight to buy you the iphone 6 your pee pee is trash,__label__non_offensive
4491,i just realized me and   have been talking shit to each other nonstop for the past 48 hours stop texting me bitch,__label__offensive
3248,i make bitches fly like peter pan do,__label__offensive
2633,    stop gassing up these regular ass bitches,__label__offensive
3177,  lakers are trash,__label__offensive
2967,    rt if u remember when steve from blue clues left us with that other bitch ass nigga joe httptcoaluy9eo3xk,__label__offensive
2726,add my snapchat lil bitch trevaughn3,__label__offensive
3112,single colored man looking fo a single white woman fat ok i am nigga,__label__offensive
285,i hope charlie brought the lube for this test,__label__non_offensive
2147,      nah they would probably call you out for being the obsessed faggot you are also nice try though,__label__offensive
927,lil dumb ass bitch i aint fucking with you,__label__offensive
2533,  oil who said sumthin bout oil bitch you cookin,__label__offensive
3108,sum of you all kno you all be on lock but talking bout bitch i aint doing shit tonight ho i am tired   httptcoh5p2yxsu1h,__label__offensive
4104,  bitch just be looking for my shit,__label__offensive
1969,we so deep in this bitch we might drown,__label__offensive
3754,cannot neva be a sucka for no bitch that aint me,__label__offensive
3367,  bad ass bitch,__label__offensive
2519,    lowkey i put sum of these hoes on the map  so call me kingtunchi bitch ,__label__offensive
1503,  dat means get the fuck out hoe i be thinkin,__label__offensive
147,i never put no hoes b4 my bros,__label__offensive
3363,tmz hoes httptcoj0lwd4s9d5,__label__offensive
1721,  cannot stand a i do not know what i want ass nigga   bitch,__label__offensive
4038,  i popped a molly every day last year  ,__label__offensive
2019,    roses are redviolets are bluei just fucked yo bitchbut nigga do you,__label__offensive
3921,  all these bitches getting mommy money  niggas too,__label__offensive
4035,how you fucc for cash but u not a hoe  and how i am going to respect u if your poccets broke ,__label__offensive
406,damn it be cold fo a colored man,__label__non_offensive
4061,a lotta niccas all talk i jus let em do it,__label__offensive
3057,if you like the 24k gold rillos your a pussy,__label__offensive
1867,    nike beanies   httptconn4vo90htj,__label__offensive
3615,  stop looking porn fag,__label__offensive
2559,not fun   when you have braxton hicks and cramps regularly from moving around you try it,__label__non_offensive
1928,    we gunna laff at chavarubio beaner supporters in a min,__label__non_offensive
4407,    bitch you tweaking hoe tweaking hoe  ,__label__offensive
3256,i was lit den a bitch last night,__label__offensive
966,  i am a fucking fag they said,__label__offensive
3304,    please pornstars stop saying fuck that tight pussy,__label__offensive
545,    when you drop all your hoes for your girl and she say she dont want a relationship httptcoguzxabjixj,__label__offensive
2750,seriously reading thriller like books spook me more than most horror movies  ,__label__non_offensive
2896,and girl i have been thinkin of ways thinkin of new ways to beat that pussy down ,__label__offensive
4311,the type of bitches that i like think broke is disgusting,__label__offensive
1720,watch yo hoe,__label__offensive
1828,1119 w    the depot 1219  a pussyfootin xxxmas hoe hoe hoe motherfucker santa claws is coming to town,__label__offensive
32,22 talented drivers     i am really glad there have not been any yellows but why have not there been any yellows,__label__non_offensive
1784,lou is such a lil bitch,__label__offensive
489,damn bird nearly gave me a heart attack and all she said was oh bitch oh,__label__offensive
3005,    bitches is twerkin on camera while they kid watchin sponge bob cuh,__label__offensive
417,lmaoo       bruh make a song called uber and the hook can be that uber make that pussy wet,__label__offensive
3899,just said cunt in front of this old lady i kinda froze then she yelled yeah you tell that cuntis it too late in life to get adopted,__label__offensive
2083,gaga is that bitch who probably gives a lapdances,__label__offensive
2992,    reasons to be a mermaid no periods no pants perfect hair u get to lure men into their deathalso free clam ,__label__non_offensive
182,    a lot of ppl look at me like who the fuck does this bitch think she is ms goldschmied to you,__label__offensive
1970,    i aint no lady bitch,__label__offensive
3081,  bitches,__label__offensive
4400,i love when my friends let me use their phones to stalk the bitch that blocked me on facebook,__label__offensive
4091,  lol u knw dem project bitches be having dem light brown roaches we call dem water bugs  ,__label__offensive
3514,    i am a   lil bitch,__label__offensive
1929,that hoe out there fat trel said it best,__label__offensive
3854,a message for all of humanity  charlie chaplin       httptcoitdircnt7y,__label__non_offensive
3001,2 faced bitch,__label__offensive
2511,i have never felt this comfortable around a crazy in my life ole cool crazy ass bitch this my nigga right here,__label__offensive
817,    early bird catches the worm people,__label__non_offensive
2506,  fuck u u dumb ass bitch hoe,__label__offensive
4263,project pay is just a soft ass little bitch,__label__offensive
3186,  haha ya hit that hoe right there,__label__offensive
1838,wish i would let you dig in my pockets  god bless you w breath in your body lazy ass bitch get up amp start grinding,__label__offensive
3069,    you got bitches and i do not have niggas    i want you,__label__offensive
3959,you should have to be over 6 foot and 220 lbs to buy a truck we know most of you get em cause you are scrawny country pussies,__label__offensive
2897,    a bitch get 20000 followers she is a boss and starting up a boutique and wearing shades in public,__label__offensive
2467,naomi campbell rihanna miley cyruscrazy bitches lol,__label__offensive
1724,went to an open house today amp the place was trash ewww,__label__non_offensive
2911,and my mom was really getting me a car smh hoe f u for dat,__label__offensive
691,    the nipples determine whether the titties are trash or not,__label__offensive
169,    waka gone kill dat hoe lol,__label__offensive
470,    pete carroll prolly got the hoes lined up for his players after the game bruh,__label__offensive
4583,  thanks dumb bitch,__label__offensive
4422,  u can just ask him to suck his dick not that hard white trash,__label__offensive
1518,      a loyal girl truly does come with a smart mouth amp argumentsonly a hoe will let you do as you please cause she ,__label__offensive
1381,    trash aint it,__label__non_offensive
4657,u bitches still fuccin bush,__label__offensive
2892,white trash bash   httptcowxvvtem0fc,__label__offensive
2881,all i want for my birthday is a big booty hoe,__label__offensive
159,i would never hit a woman but i would slap a hoe,__label__offensive
2560,this subway worker is being a major bitch to a soldier come on show some respect,__label__offensive
831,    i thank every broad in the universe who takes that step forward ampputs colored contacts in her eyesthat is one less person  ,__label__non_offensive
730,bitch whats the plan yo box irrelevant,__label__offensive
1380,  your talking to every hick in san antonio i ride with a big 45 in the console,__label__offensive
260,    since day 1 u remember tha bitches in alabama lmfaoo  ,__label__offensive
863,    people be like from bae to who are you real quick i be like bitch do not play with me i will cut you,__label__offensive
1716,    i rub orange peels on my dick before i go out cuz i do not want these bitches to catch a cold    prairie ,__label__offensive
2441,    just eating animal crackers in sacrament  ,__label__non_offensive
4171,  im an ole bitch in memphistn and i think u rock also,__label__offensive
2953,can u say hoe hoe hoe ewww she was nasty i was so mean to her on the daily i will spare the details lol,__label__offensive
1309,lol father has bitches pouring arizona tea on themselves in this one video,__label__offensive
4595,ahahahhping pang pow how u like me now shouts out 2 my bro dre hogg style ent uza fool 4 dis 1,__label__non_offensive
4423,how you doing crazy bitch is hilarious,__label__offensive
4105,    if hank jr was half the man his daddy was he would bitchslap brantly gilbert for having his name in his mouth,__label__offensive
4395,  lmao lexy such a hoe   lmfaooo,__label__offensive
3555,  you are a bitch lol,__label__offensive
3317,swap meet bound  ,__label__non_offensive
3063,  oh wow the bitch is bitching again  ,__label__offensive
3008,im still going trick or treating thats free munchies bitch,__label__offensive
3711,man arrested after 40 opened nip bottles of vodka found in car httptcovtussbghbr,__label__non_offensive
1439,i based niggas on how they bitch look  ,__label__offensive
2349,load this bitch up with kool aid,__label__offensive
590,if them niggas pussy we douche em we clean em out,__label__offensive
2469,coors light is trash yuck i do not even like beer,__label__non_offensive
1563,all you ofay got left is da oscars better enjoy dat before us colored folk get dat too,__label__offensive
3933,my whole goal is to fuck someone bitch and cause turmoil in a happy relationship  ,__label__offensive
514,only broke bitches steal money ,__label__offensive
1899,i think you have made it clear that these hoes aint loyal,__label__offensive
1640,      httptcozficqys3dy  i want to be filled with hot nigger seed,__label__offensive
1388,  i wish i was a bitch like my brother keezy   ooooow i bet you do,__label__offensive
1940,      he knows game he is just gonna make it as small of a loss as possibleshe was 1 of don juan hoes off jump httpt ,__label__offensive
1478,my pussy worth 15,__label__offensive
2056,    when she tells you go hug one of your hoes amp you actually do it httpstconfabyildkx,__label__offensive
4552,if her mom wasis a hoe then she is most likely a hoe too where do you think she learned it from,__label__offensive
710,    what is next fingers in dykes,__label__offensive
4236,watching forrest gump has taught me that these bitches wanna hoes until they are tired,__label__offensive
2820,no time for chasing after someone is like turning up off wine coolers you look like a bitch when you really think about it lol,__label__offensive
2297,  pretty like a bitch,__label__offensive
3106,    why is there a pussy screaming on my tl ,__label__offensive
1258,    good pussy have a nigga like httptcopsbglhnq8q funniest thing i have ever seen on my tl  ,__label__offensive
3522,that bitch cur my hair way to short,__label__offensive
4244,    in the 26 bitch we prolly hit the same bitch in the 26 bitch we gone bang the same shit in the 26 bitch we prollu hit ,__label__offensive
2269,seen niccas come up  i seen niccas fall,__label__offensive
2354,weed brownies gtgtgtgt  ,__label__non_offensive
3986,      what gerry sends me that damn jig a boo  httptco6lyzrxj5wn,__label__offensive
4498,should i take a nap though too kill a mocking bird or nah,__label__non_offensive
1377,  only when ur around me   gotta keep dat scent to keep filthy niggers away,__label__offensive
2471,believe in the heart of the cards bitch,__label__offensive
3721,    man get yo bitch ass out my mf mentions man with all tht bs u trippin,__label__offensive
4243,now i am listening to lil spook getting the good kinda sad imma be single this fall i know you you will getting annoyed with me on your tl but aye,__label__non_offensive
4537,fuck rebuild the tranny i am driving it like its been for the last 4 years till it finally goes out  ,__label__offensive
1542,drugsgt is why   are losing just ask   and the hedge bet fundgt    ,__label__non_offensive
3562,    i am not going out my way 2 make sure bitches know nothing  just pay attention ,__label__offensive
4352,it is official i leave america january 3rd see ya bitches in february have fun with winter for me,__label__offensive
312,you got to be a bad bitch for me trip,__label__offensive
511,      omg nathaniel no come here mr pussy mr pussy where are you lol,__label__offensive
4503,omg the cutest little tinker bell ever   httptcovdajfvlwyp httptcoyptz9o4sis,__label__non_offensive
2345,mitt romney hates big bird fascist,__label__non_offensive
1251,my cousin bio on her instagram light skin dark skin brown skin bitches holla at me she funny as hell,__label__offensive
3962,    bitch you guessed it,__label__offensive
828,  oh i will make you some brownies alright,__label__non_offensive
4267,    do not fall out wit yo niggas over hoes,__label__offensive
3999,  grade a pussy,__label__offensive
3510,these hoes aint loyal   ,__label__offensive
1712,   lmao  hoes extra sensitive via text they swear they hear your tone in every letter i start using punctuations ,__label__offensive
2608,  gobble de gook,__label__non_offensive
2873,we just chasing os round here we aint chasing hoes round here      ,__label__offensive
4660,stephen the threat about your brother does not scare me quit runnin your fuckin mouth amp you will not have to hide behind your brother bitch boy,__label__offensive
936,where ya titties lil bitch,__label__offensive
1263,lmfao stupid bitch tells me at the door they already started and to come back  ummmm nah,__label__offensive
1878,    hey rachel g my name isint kenneth ok let us just get that straight   you best be backing off before i go ghetto,__label__non_offensive
2503,if anxiety was a person i would kill that bitch so fuckin fast,__label__offensive
684,    you tell ya business to ah bitch so i cannot trust ya,__label__offensive
357,ugh like i hate when my momma get to talking all proper like bitch stfu,__label__offensive
969,when the bitch playes with your emotions an will not let you date that is the moment where i wanna kick her straight in the vagina,__label__offensive
2429,    the jacob and joshua picks have been very similar as the love for faggot ruslan as well  ,__label__offensive
2295,i have not been called ugly once my whole life tho     guys who refer to women as bitches are so ugly to me lmao u disgust me,__label__offensive
1520,  they did not want to fuck steve that bitch lmao,__label__offensive
3578,this music is trash,__label__non_offensive
3180,dam i just gotta hope that niggah dont snitch,__label__offensive
3475,  bitch it is going 3 mo weeks ,__label__offensive
3182,      doing nothing as an agenda unbelievable that the dems failed to use that against the teabaggers   ,__label__non_offensive
2749,not all females constantly tweet about their boyfriends but i wish death on the ones that do tired of you and him bitch,__label__offensive
448,      i say if a girl got 7 bodies or more and she 20 or younger she a hoe  this one not up for debate,__label__offensive
3052,oh bitch you lurkin  well bitch i am twerkin  ,__label__offensive
4403,    ant is a pussy man do not make me pull up the pic,__label__offensive
1650,    i hate messy females that live for mess like go sit down somewhere  go get classy hoe  ,__label__offensive
3688,i roll a blunt better than the bitches in havana  cause i am the king round here ,__label__offensive
626,    lmaooo just call my phone if you want them birds migos voice,__label__non_offensive
4095,    a fucking verse from don trip bitch stop assuming shit,__label__offensive
2348,so i bought condoms for my party at rite aid and the lady gave me a dirty look just now i came back and bought trash bags  ,__label__non_offensive
2670,dont show me no bitch unless she look like dolly parton,__label__offensive
2645,      marcus bitch ass   aint loyal at all team hopping ass    ,__label__offensive
3812,    lol i have an obsession with smell goods candlesplug insspraythe smelly good wax thingyspussy,__label__offensive
720,why do little scrawny white boys play ghetto rap music while they walk around,__label__offensive
3500,  i love white noise and love delillo i  resisted reading house of leaves for years it mocks me on my shelf,__label__non_offensive
2671,it pissrs me tf off when i call you back a half a second later nd you dont answer you a bitch ass nigga for that,__label__offensive
3506,bye bitch,__label__offensive
1438,  there was also no need for her to be a cunt and act like she is something special it was not unprovoked,__label__offensive
2383,    gotta eat her pussy so good she forget dick coming next have her talking to herself like he brought dick with him too  ,__label__offensive
3777,    rt if ur a sassy ass bitch,__label__offensive
142,molly make bitches crazy,__label__offensive
1455,lol when a nigga say he miss u say do not miss me miss ya bitch lmao,__label__offensive
1705,    rickie shitstache amp the rest of these pussies better enjoy this back injury 2015 will be nothing but birdie putts and ,__label__offensive
1179,if i had hair i would seriously go for a perm now genetics is a stone cold bitch,__label__offensive
2206,get on your shit hoe,__label__offensive
412,  lol imma look at a bitch ass if i wanna,__label__offensive
4121,pretty sure i got ya bitch nudes in my phone nigga,__label__offensive
195,this lil fraudulent bitch had the nerve to call my phone talking crazy bout how she get down nd puts  httptcozuxdnp3xr1,__label__offensive
2122,i might freak the bitch but dont need the bitch ,__label__offensive
918,    do not put the pussy on a pedestal homie,__label__offensive
3779,i fight for what i love but you make something of bitches i think nothing of,__label__offensive
1171,eff it let us go after the cripple httptcoksamx1jpfv,__label__offensive
4027,  deep in my pussy were your tongue should be dial 911 if you need halp,__label__offensive
4007,    last name sinnerfirst name immalike ur pancakes in tha mornin he got u covered like aunt jemima,__label__non_offensive
607,woke up cold thenna bitch n stomach on flat fr   httptco71ivr8islk,__label__offensive
4438,just do not be looking for no dick later cuz i am not a hoe,__label__offensive
4326,fuck is yall sayin bitch ma h456d love me  ,__label__offensive
4361,      only real niggas know no matter how hungry you are you better let these bitches cool off httptcot ,__label__offensive
1786,      when you aint had pussy in a hot minute httptcouidvqxuge2  omm  ,__label__offensive
668,lowkey got a fan of my hoop skills at lbcc aha he my niggah now lol,__label__offensive
2524,  it worked bitch,__label__offensive
1666,riding my quad with this bitch   httptcoeppemqfxxo,__label__offensive
4381,all trash     now that is a lot of stolen shoeshttpstcoq0wswxe7fw,__label__non_offensive
1508,    love a bitch that never act hollywood,__label__offensive
4354,say i am wrong but i can treat that pussy right,__label__offensive
23,  rate my hoe  ,__label__offensive
2542,this nigga on the train treating his bitch over the phone lmao,__label__offensive
2265,keep dem poo hoes off ya tl b,__label__offensive
4457,    i cannot never keep no bitch cause i put them hoze out,__label__offensive
2947,  these hoes be playing w me like i will not send baby cain at they niggah   messy,__label__offensive
3652,    chance acid rapper soccer hackeysacker cocky khaki jacket jacker slap happy faggot slapper,__label__offensive
1059,  bitch you still subtweets but not replying though  ,__label__offensive
588,jonica look like a hoe from 55th and superior  ,__label__offensive
1647,          powers u do not go outside ur tanks been on full for 2 months u anti social monkey,__label__non_offensive
759,unemployed niggas get the most bitches  ,__label__offensive
1751,    when an ugly bitch tells me to text her httptco060glx19or,__label__offensive
1307,one time for the real niggas  two times for the bad bitches ,__label__offensive
3119,    just me or are there a lot of tweets from media tonight about election night food for the record cheese amp crackers   ,__label__non_offensive
3590,hate dat hoe,__label__offensive
1031,how   deep fried sweet tea on a graham cracker crust at state fair of texas via   httptcokvzhlmcsls ,__label__non_offensive
3490,i really do not like that nigguh paul tho,__label__offensive
4081,    stop fuckin with a take me out somewhere type of bitchget you a baby i cooked for you type of chick  ,__label__offensive
1845,you might as well gone pussy pop on a stage,__label__offensive
797,  nigga stop hatin bitches be feelin coolio b n two if u think dem bitch made niggas got yo back u smokin big worm shit,__label__offensive
1484,60 torch down the drain cause either i was to high and lost it or one of my niggas finessed that hoe fuckkkkk ittt,__label__offensive
0,  look at what you just said lls new era girl bye kill bitches w kindness ampamp wht cousin,__label__offensive
2551,top layer trash,__label__non_offensive
581,    lol     nigga like damn why would this bitch do this   i helped your family move and the dryer almost fell ,__label__offensive
414,    these hoes aint loyal mane they rotate,__label__offensive
3440,these hoes aint loyal  ,__label__offensive
682,    royal city of the kushite kings at meroe sudannear river nileit was the seat of the rulers who occupied egypt http ,__label__non_offensive
1988,  bitch look homeless and u say meth not weed ur a fucking discrimination to american but enough of the bull shit what up fuk boy,__label__offensive
143,niggah hurry up,__label__offensive
748,  good job tonight you need to eat some crackers soyou you will stop throwing up ,__label__non_offensive
3518,  bitch i do not wanna talk i wanna fight your pussy ass,__label__offensive
168, just was old to me  a lil proton feel me  some bitches that is gon feel me  some niggahs that will not kill me ,__label__offensive
3631,                 tiny jihadi httptcopdikbrvcj8,__label__non_offensive
3249,lil spook and yung lean and robb all night,__label__non_offensive
3841,    do not be a bitch to someone who can out bitch you,__label__offensive
29,  haahaa dumb bitch,__label__offensive
3266,i swear females think they know me bitch you do not know my intentions you just think you do,__label__offensive
3611,    kim kardashian is making 200 million from in app purchases from her game and you all call her dumb bitch she is a damn gen ,__label__offensive
2032,      ion wanna hear it then hoes faker than momma dees teeth ,__label__offensive
4431,    there is a gift shop at the 911 museum and they charge admission it is a mass grave you fucking cunts what a disgrace,__label__offensive
2126, nice girls bad make me get naughty bad yello hoe real nice body down south chick like em real thick httptcobzrdl3kf7u,__label__offensive
649,the dmv system was recently restructured on the narrative outline of dantes inferno only edit dante is a fat pissedoff cunt,__label__offensive
3771,a real nigga aint complete without a real bitch,__label__offensive
2090,  i am a boss ass bitch bitchbitchbitchbitchbitchbitch   ,__label__offensive
2035,    this tweet was a booby trap and i caught 23 hoes httptcof30ly2jiqp,__label__offensive
1024,    yung berg did a bitch move  ,__label__offensive
3598,    chest tattoos on females are trash ,__label__non_offensive
1680,    jsu coach omar johnson it is what u do against the ball u throw it hit it catch it does not matter if the yankees are  ,__label__non_offensive
4256,i be ready to tell a bitch shut da fuck up lol,__label__offensive
355,i got 7 as amp a b on my progress report amp i still be touchin bands   bitch get like me  ,__label__offensive
1602,    hoes will be hoes,__label__offensive
2350,i hate females that push their asses out as they walk you know you look like a retarded flamingo right,__label__offensive
3790,  lmao yeah bitch that lil shit ripped ,__label__offensive
3219,    only in   are   fans going to bitch about a blow out win this week    ,__label__offensive
2203,thirsty bitchesltltltlt not attractive,__label__offensive
2314,  what a ratchet ass bitch bet she felt dumb ,__label__offensive
460,    nun but bad bitches link up tonight   finna go crazy,__label__offensive
2996,  i would rather ask yours is she a nappy headed hoe too and is your grandma as well i would be ashamed to be in your family,__label__offensive
93,  nah i would never ask a guy to ride down on a chick what is the use of getting him in trouble for a trashass bitch,__label__offensive
4315,  i will show you how much of a fag i am  ,__label__offensive
277,blah blah blah blah how it sound when these bitches talk  ,__label__offensive
860,    a girl tweeted you might be ghetto if u bring food from outside into the moviesno u might be stupid if u pay 499 for a b ,__label__non_offensive
2905,i love to eat pussy    ,__label__offensive
2604,    when the lazy eye bitch was tryna put up a front with me httptcoehgpt5baa2,__label__offensive
1045,but i cannot get her to smoke unless i bitch about it the struggles of having a girl who does not in actuality it is a great thing,__label__offensive
578,  i did not know you was following me hoe  ,__label__offensive
4068,    bitch be working and keep singing like she aint never bust a move  ,__label__offensive
4287,if i was not a yankee fan i probably would be a sf giants fan lol,__label__non_offensive
3769,  ununnnn what plans text me niggah,__label__offensive
3717,  mite hit the rec i know cell marcus and jax gone try to hit that hoe,__label__offensive
1609,    every females worried about being played amp every nigga worried she a hoe so nothing but games will b played wit that minds ,__label__offensive
3037,    if you are attractive amp you think any straight guy just wants to be your friendbitch you stupid,__label__offensive
3235,  online soon i did not have enough to get it after my anathema merch it is a cracker i need it can u,__label__non_offensive
2237,yup i officially do not like you you are a needy greedy bitch who needs to have it your way,__label__offensive
4071,  bad breath aint cute not even if you a so called bad bitch and it is usually cause by a shitty attitude  unk aint ever lied,__label__offensive
4119,i was grown by the time i turned 16 wit only my grandma nigguh,__label__offensive
1772,you can expect me to be a total bitch towards you now yet again,__label__offensive
2966,      pau a hoe how u gon play after the trade deadline  i dislike that guy yea he helped bring two chips but he soft a ,__label__offensive
3349,energy vampires all around this bitch,__label__offensive
4480,am i the only person that feels disrespected by the bird poop suddenly dropping on your front windowewww ,__label__non_offensive
2288,mrnvr get no pussy u a virginnnn,__label__offensive
2629,    bitches will argue with you for 30 mins and then be like you know what i aint gonna argue with youbitch what,__label__offensive
2057,meek do some nut shit one time he a bitch i guess you all forgot all the hoe shit wale did on twitter oh ok  ,__label__offensive
1166,    she said she aint tricking off on them hoesllsfoolish,__label__offensive
328,i should gt a scurl ondeez hoes,__label__offensive
1195,my bird got a headache  ,__label__non_offensive
1177,    lifes a bitch because if it was a slut it would be easy,__label__offensive
1406,if only i dated a girl that lived off mack road i could just get the holy trinity of sacramento ghettos on a daily basis,__label__non_offensive
1058,you see me bussing this bitch  ,__label__offensive
4097,humble personality not a hoe     21 best nonphysical feature the opposite sex can have,__label__offensive
4536,i am not broke   bitch i am blessed  ,__label__offensive
124,      cutie lesbian teens toy slits httptcozs05enjjwm,__label__non_offensive
4357,  quote this with a weezy verse i am a diamond in the rough like a baby in the trash,__label__non_offensive
4165,i hate chunky pasta sauce keep pesky vegetables way from me,__label__non_offensive
2500,  everybody in dot moboredmickey factz when you battled clips he wore some ancient hong kong shit  2 different colored hitops,__label__offensive
502,yeezus was fuckin trash,__label__offensive
3047,    on god my bitch bad,__label__offensive
1413,  he talkin bout we wanna be human and i am just like  bitch whet,__label__offensive
804,    lorde 17 with a grammy amp bitches 14 with a std  ,__label__offensive
3978,    heard you was talkin trash like i would not find out httptco8lpcnhm9xb,__label__non_offensive
3457,        i do not care who kendrick made that song for it is still trash,__label__non_offensive
1339,    in the mall with yo bitch and yo money i am getting me somethin  ,__label__offensive
1971, if you get yo girl took do not be mad at the niggah who did it   be mad at her  cause he do not owe you loyalty  she does ,__label__offensive
1450,no skimp shit here bitch,__label__offensive
4380,      win 65 on a   single by derek jeter  ,__label__non_offensive
2577,she fuck with me cause i aint no bitch ,__label__offensive
1796,gansitos are atg beaner candy,__label__offensive
4651,lmfao right    you knew you was sidechick stop hating hoe,__label__offensive
1041,    lol niggas only act nice when they think pussy is the reward httpstcoth6qoq4nep,__label__offensive
510,  one mans trash   is another mans treasure  ,__label__non_offensive
4033,    yes the bird tweets in the morning are lovely but remember what you are hearing is bird cock here get some rock hard bird ,__label__offensive
1081,egypt r the muzzie bros still running things     only a tad better certainly no respectors of dem though,__label__non_offensive
3179,im rick james bitch show me ya titties,__label__offensive
1189,i am definitely watching that mook lux battle today damn it,__label__non_offensive
2493,i done hit bout 6 threes out this bitch,__label__offensive
2716,    beyonc  seems like a bitch,__label__offensive
3056,sometimes i am just like wow this bitch had the audacity to talk shit  look at you and your life then look at me and mine  ,__label__offensive
1343,horny japanese milf showers and toys her soaking wet  httptco8hrkgfyuk8,__label__offensive
3278,      its a bunch of penis on my timeline literally  u want me 2 dm u my pussy lol,__label__offensive
4207,  naw where can i see that hoe at,__label__offensive
4160,mad that it is a pussy gym and full of fuck people,__label__offensive
3847,lt nudes are trash,__label__non_offensive
3306,  i tend to have more sense that bitches older than me that is sad ,__label__offensive
1306,  even this piss colored   piece of shit bought a one smh i hate you now,__label__offensive
3383,one deep in my phantom ghost bad bitch with me excuse me where my manners go,__label__offensive
4527,this hoe taken by the world smh,__label__offensive
1394,i am out   slipping mollies in the jello     cosby out here fucking bitches with pudding pops lmao,__label__offensive
2136,good morning charlie                    ,__label__non_offensive
2327,  i am already out that bitch hahaha,__label__offensive
2229,fed ex some real hoe boys,__label__offensive
1760,some thots will just never learn   gooooo awaaaaay hoe,__label__offensive
2167,  thats thot pussy  ,__label__offensive
866,tf bitch do mine,__label__offensive
295,she kept whispering in my ear jasmin you are so damn finei said bitch jasmin is over there,__label__offensive
88,  yes why protest about sexism then go right home and beg for a guy to beat your pussy up im lost at times,__label__offensive
3202,  hahahaha aw nut we should try and capture that cunt,__label__offensive
2733,this bitch is talking to herself who the fuck does that bitch u need help with yo im hearing vocies in my head  ,__label__offensive
4393,    dodging these hoes like httptco9o31krmeso,__label__offensive
2266,      approximately 12 in one crash there was not supposed to be that many members of a seal team on one bird,__label__non_offensive
3660,they say i would not make it now them same bitches is calling my cellular,__label__offensive
83,yo daddy is a bitch you jus a son of that boyyy,__label__offensive
1734,   me bitch when and where,__label__offensive
4156,cant fuck around wit young niggas cause they be acting like hoes,__label__offensive
3965,      two bad bitches giving me head at the same dam time   lol httptcotxxiddohd2  aww ,__label__offensive
854,you pussy nigga i see ya whiskers,__label__offensive
4013,all my exes are bitches,__label__offensive
2452,    dese hoes be ugly af talking bout if i wanted yo boyfriend i could have him bitch you look like a boyfriend  ,__label__offensive
2457,      you sound like you are pussy whooped  ,__label__offensive
4630,bitch i might b,__label__offensive
416,i be stalking hoes ,__label__offensive
1674,lol colored contacts played out,__label__non_offensive
932,my po heart still beatin fast da way dat nigger scream into dat microphone i felt like i be at da welfare office and cut da line,__label__offensive
2957,procrastination is really a bitch,__label__offensive
1750,going for a bitch nigga neck cause nigga am rollin,__label__offensive
1753,shylock amp wongs 3 incidents of democrat bigotry in 3 weeks  media mum httptcorx8ynpg1yd via  ,__label__non_offensive
2104,john legend is showin this country bitch up on her own song,__label__offensive
3344,      i am not mad cuh hahaha suure tuku ho ita  ,__label__non_offensive
4612,tony blair equals bushs bitch  ,__label__offensive
3055,    pussy shit,__label__offensive
3517,    idc how cute you are that shit dont matter if you got a trash personality,__label__offensive
875,you cannot call a bitch a bitch if you are a bitch,__label__offensive
3985,someone tell this bitch to stfu,__label__offensive
867,because idk if your still tryna get with her again or not   bitch i might be httptcofpjqpch99k,__label__offensive
2688,i just getting started oh ya we got it bitch,__label__offensive
2644,  in that picture yes i have not had an updated pic added the angel wing is colored now too and thanks represents what i am ,__label__non_offensive
5,u got a twin bed yo bitch ass better not invite her over to yo crib u better off sleeping on a futon my boy,__label__offensive
3310,    bruh why am i always sooooooooooooooo tired but i never sleep i am like a new species of retard no disrespect,__label__offensive
2213,coulda been trash talking that nigga cuz nigga got spankeddd in fantasy,__label__offensive
1632,i seen scooby hoe some niggas at the gardens too  ,__label__offensive
4167,yup     egg nog trash rap,__label__non_offensive
973,put that on everything i love aint no ugly bitch finna talk to me crazy in my car i would put her ass out and make her walk,__label__offensive
1708,  dat was befo da fact hoe shut yo ass up  ,__label__offensive
1829,  you a oreo cookie now,__label__non_offensive
2833,  yeah bitch did it taste good fucker t,__label__offensive
3859,ewww bitch    ,__label__offensive
4613,flaw bitches flaw bitches everywhere,__label__offensive
2785,this bitch literally just said normal people should not work out in this gym because so many body builders workout here,__label__offensive
3894,the beauty of not needing or wanting a man is priceless idk see how bitches be strung the fuck out over men they have joint custody with,__label__offensive
3524,        hoodie is a little bitch when was the last time you heard about hoodies team mike put all hi ,__label__offensive
2564,  we are laying rock around our lake you are welcome to join a redneck workout    ,__label__non_offensive
3556,vice news interview with the canadian jihadi has the poem i translated f4 u as its sound track httptco7gebzu4paz httptcowwl05orih6,__label__non_offensive
3573,this good     httptcofa02a3avxq,__label__non_offensive
2788,its gorg out     this bitch thinks its june or something   httptcomfvcmym,__label__offensive
413,    bagging thot bitches amp giving em head ew nigga you nasty amp you are better off dead,__label__offensive
238,  shut up bitch it ainn complete witout money melle n it,__label__offensive
1550,niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags,__label__offensive
4351,yall hoes got nothing better to do than to gossip and play telephone,__label__offensive
